,0,1,2
2214,Dan Coats,"The new health care law will ""force seniors into Barack Obama's government-run health care program.""",Pants on Fire!
2215,Barbara  Boxer,"""Fiorina's plan would mean slashing Social Security and Medicare.""",Mostly False
2216,Meg Whitman,"Jerry Brown ""gave California state employees collective bargaining powers"" and ""now, state employees can retire at 55 with much of their salary for life.""",Half-True
2217, SEIU,"""You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.""",Half-True
2218,Barbara  Boxer,"""Carly Fiorina, she's against banning assault weapons.""",Mostly True
2219,Joe  Sestak,"Pat Toomey ""still supports privatizing Social Security.""",Half-True
2220,Dino Rossi,"The Seattle Times called Patty Murray ""a 'prolific sponsor of earmarks.' Patty even defended the 'Bridge to Nowhere.' """,Mostly True
2221,Mark Kirk,"As state treasurer, Alexi Giannoulias ""lost $73 million in our kids college savings.""",Half-True
2222,John Raese,"Under the new health care law, ""the first person (a) patient has to go to is a bureaucrat. That is called a panel.""",Pants on Fire!
2223,Alexi Giannoulias,"""Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployments not that big an issue.""",Mostly False
2224,Jack Conway,"Rand Paul wants ""to end all federal faith-based initiatives, and even end the deduction for religious charities.""",Mostly True
2225,Michael Bennet,"Ken Buck wants to ""outlaw abortion, even in cases of rape or incest.""",True
2226, U.S. Chamber of Commerce,"The new health care law crushes small businesses ""with billions in penalties.""",False
2227,Christine O'Donnell,"""We haven't yet taken out a negative ad.""",Pants on Fire!
2228,Blanche Lincoln,"""John Boozman is excited about putting a 23 percent national sales tax on everything you buy.""",Half-True
2229,Harry Reid,"""Sharron Angle voted to protect sex offenders.""",Mostly True
2230,Christine O'Donnell,"Chris Coons has ""Marxist beliefs.""",Pants on Fire!
2231,Chris  Coons,New Castle County's unemployment rate has not almost doubled in the last two years.,True
2232,Joe Manchin,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",True
2233,Christine O'Donnell,"""One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.""",Mostly True
2234,Christine O'Donnell,"Delaware Democratic Senate candidate Chris Coons ""thought that a 911 call should be taxed.""",Mostly False
2235,Pat Quinn,"Says Illinois gubernatorial candidate Bill Brady's first priority after winning the primary ""was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.""",Half-True
2236,George Will,"Just like the U.S. Chamber of Commerce, ""the AFL-CIO receives dues from foreign entities associated with it.""",Half-True
2237,Barack Obama,"""Groups that receive foreign money are spending huge sums to influence American elections.""",Half-True
2238,Sharron Angle,"Harry Reid ""voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.""",Mostly False
2239,Jack Conway,"Rand Paul ""wants us to pay $2,000 just to get Medicare.""",Mostly True
2240, Susan B. Anthony List,"Sen. Barbara Boxer ""voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.""",False
2241,Adam Kinzinger,"""Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs.""",Half-True
2242, National Republican Congressional Committee,"Arkansas Democratic congressional candidate Chad Causey ""was a Washington, D.C. bureaucrat.""",False
2243,Franklin Graham,"In most Muslim countries, ""We can't have a church. We're not able to build synagogues. It's forbidden.""",False
2244, Commonsense Ten,"Says Roy Blunt ""secretly inserts language to benefit tobacco giant Philip Morris"" into a national security bill while ""Blunt's girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.""",Mostly True
2245, Crossroads GPS,"""Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.""",Mostly False
2246, Patriot Majority PAC,"The Chilean ""privatization scheme"" that Sharron Angle supports ""has resulted in hidden fees, fewer benefits, and millions of people with no coverage.""",Mostly False
2247,Barack Obama,"The Republican election platform ""was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil.""",Half-True
2248,Barack Obama,"""We now have our kids go to school about a month less than most other advanced countries.""",Half-True
2249, American Crossroads,"Rep. Paul Hodes, D-N.H., ""voted for the pork-filled stimulus bill -- $1.9 million to study ants in Africa, $39 million for office upgrades for politicians.""",Mostly False
2250, Crossroads GPS,"Says Joe Sestak ""voted to gut Medicare ... reducing benefits for 854,489 seniors"" and jeopardizing ""access to care for millions.""",Mostly False
2251,David Axelrod,"Independent groups behind ads attacking Democratic candidates are ""front groups for foreign-controlled companies.""",Mostly False
2252,David Axelrod,"The GOP's ""Pledge to America"" includes ""a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.""",Half-True
2253,Jack Conway,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",False
2254, Americans for Job Security,"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and ""we still lost more than 2.5 million jobs.""",Half-True
2255,Nancy  Pelosi,"Says John Boehner ""admits 'we are not going to be any different than weve been' "" by returning to ""the same failed economic policies"" that ""wrecked our economy.""",Pants on Fire!
2256, Citizens for the Republic,"Children born today will carry a $30,000 share of the national debt.",True
2257,Bill Clinton,"""We paid down the debt for four years -- paid down $600 billion on the national debt.""",Half-True
2258,Mahmoud Ahmadinejad,"It's ""not true"" that since he's been the president, executions in Iran have increased by four times.",False
2259,Mahmoud Ahmadinejad,"Sakineh Mohammadi Ashtiani ""was never sentenced to stoning.""",False
2260,Barack Obama,"The Bush administration had been ""giving (auto companies) billions of dollars and just asking nothing in return.""",False
2261,Barack Obama,"""Our tax rates are lower now than they were under Ronald Reagan. They're much lower than they were under Dwight Eisenhower.""",Mostly True
2262,Barack Obama,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street.""",True
2263,Michele Bachmann,"""Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that she's flying.""",Pants on Fire!
2264, 60 Plus Association,"The new health care law ""will cut $500 billion from Medicare. That will hurt the quality of our care.""",Mostly False
2265,Bill Maher,"""Do you know that we have pipes carrying natural gas in this country that are made of wood? I'm not joking.""",False
2266,Barbara  Boxer,"""As the CEO of HP, Carly Fiorina laid off 30,000 workers.""",Mostly True
2267,Sharron Angle,"Harry Reid has voted ""to give special tax breaks to illegal aliens.""",False
2268,Sharron Angle,"Harry Reid has voted ""to give illegals Social Security benefits even for the time they were here illegally.""",Mostly False
2269,Jerry Brown,"""Taxes went down under Jerry Brown.""",Mostly True
2270,John Dennis,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",True
2271,George Will,"""Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.""",Mostly False
2272,Austan Goolsbee,"John Boehner has called for ""repealing the rest of the stimulus, which would raise taxes on 110 million middle class people.""",False
2273,Austan Goolsbee,"Extending current tax rates would ""average more than $100,000 a year to millionaires and even billionaires.""",Mostly True
2274,Robert Gibbs,Says John Boehner changed his position on extending Bush tax cuts.,Mostly False
2275,Barack Obama,"John Boehner wants to reopen a tax loophole ""that actually rewarded corporations for shipping jobs and profits overseas.""",Half-True
2276,Ann Coulter,"""There have been more terrorist attacks on U.S. soil by ... Muslims in Obama's first 18 months in office than in the six years under Bush after he invaded Iraq.""",Half-True
2277, National Taxpayers Union,"Proposed tax changes are a ""handout"" to BP.",Half-True
2278,Barack Obama,"""When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.""",Mostly True
2279,Susana Martinez,"The Richardson-Denish administration ""gave"" 50,000 driver's licenses to illegal immigrants in New Mexico.",Mostly False
2280,Lee Fisher,"""On (Rob Portman's) watch as Bush's trade czar, our deficit with China exploded"" and ""as Bush's budget chief, Portman oversaw a spending spree that doubled the deficit.""",Half-True
2281,Jan Brewer,"""Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.""",Pants on Fire!
2282,Barack Obama,"John Boehner said the jobs of ""teachers and nurses and police officers and firefighters"" are ""'government jobs' that weren't worth saving.""",Mostly False
2283,Mary Jordan,"""The president's party always gets shellacked in midterms. It's only twice, 1934 and 2002, that the president's party actually gained in both the House and the Senate.""",Mostly True
2284,Mary Jordan,"Likens Obama's predicament to 1982, saying, ""when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it.""",Mostly True
2285,Barbara  Boxer,"""I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.""",Pants on Fire!
2286,Michael Bennet,"""Buck wants to privatize Social Security.""",Half-True
2287,Blanche Lincoln,"John Boozman supports ""privatizing Social Security""",Mostly False
2288,Debbie Wasserman Schultz,"Dan Webster supports ""privatization of Social Security, deep cuts in Social Security.""",Mostly False
2289,Randi Weingarten,"""The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country.""",Half-True
2290,Harry Reid,"Sharron Angle ""would eliminate the Department of Education.""",True
2291,Joe  Sestak,"""Pat Toomey thinks corporations shouldn't pay any taxes.""",Mostly True
2292,Jamie Oliver,"McDonald's in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S.",Half-True
2293,Donna Brazile,"""Forty-five percent of those who've been unemployed, they've been unemployed for six months or longer.""",Mostly True
2294,Arne Duncan,"""In this country, we have a 25 percent dropout rate.""",Half-True
2295,Ann Marie  Buerkle,"""The Obama Health and Human Services Department is planning to compile a federal health record on all U.S. citizens by 2014,"" including ""each individuals Body Mass Index.""",False
2296,Glenn Beck,"""The federal government is now on track"" for the second-largest budget deficit ""in 65 years.""",True
2297,Glenn Beck,"""The government is trying to now close the Lincoln Memorial for any kind of large gatherings.""",Pants on Fire!
2298,Barack Obama,"Republicans ""don't think it's a good idea"" to make the child care tax credit ""stronger.""",Mostly False
2299, 18% of the American public,President Obama is a Muslim.,Pants on Fire!
2300,Franklin Graham,"""The seed of Muslim is passed through the father.""",Mostly False
2301,Michael Bloomberg,"""There is already a mosque four blocks away.""",True
2302,Mark Tapscott,"""Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War.""",Mostly False
2303,Harry Reid,On birthright citizenship for illegal immigrants.,Full Flop
2304,Pat Toomey,"""Joe Sestak ... even wants to bring back the death tax, letting the IRS take half of your savings when you die.""",Mostly False
2305,Al Hunt,"""This is not a mosque. It's a cultural center that has a prayer area.""",False
2306, Chain email,"Under the new health care law, ""all real estate transactions will be subject to a 3.8% Sales Tax""",Pants on Fire!
2307,Tamara Holder,"""The Republicans have 2 percent of the Muslim vote.''",Mostly True
2308,Rick Lazio,"A New York imam wants to""have a mosque at Ground Zero.''",Mostly False
2309,Ileana Ros-Lehtinen,"""U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.""",True
2310,Tim Kaine,Republicans tried to block the deficit commission.,Half-True
2311,Barack Obama,"""Some Republican leaders in Congress"" are ""pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.""",Mostly False
2312,Laura Tyson,"The United States is ""number 14, number 15"" in college graduation rates, and ""we're leading the world in high school dropout rates.""",Half-True
2313,Eddie Bernice  Johnson,"""In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.""",True
2314,Laura Tyson,"""Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.""",Mostly True
2315,Carol Browner,"""More than three-quarters of the oil is gone.""",Half-True
2316,Matthew Dowd,Obama's approval numbers 'are in the low 40s.',Mostly True
2317,Debbie Wasserman Schultz,"Republicans are now ""taking credit"" for provisions of the health care bill ""that they had tried to derail.""",Half-True
2318,Barney Frank,"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",Half-True
2319,Nancy  Pelosi,"A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes.""",Mostly False
2320,Rachel Maddow,"""We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.""",Half-True
2321,Rachel Maddow,"""The overall fact about illegal immigration is that it's not actually getting worse.""",True
2322,John McCain,"""The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says he'll send 524.""",Half-True
2323,J.D. Hayworth,McCain opposed the border fence.,False
2324,George Packer,"Despite the U.S. spending $10 billion on Iraq's electrical system, Baghdad still only gets five hours of electricity a day.",Mostly False
2325,John Boehner,"""There's still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why don't we stop it.""",False
2326,Gen. Peter Chiarelli,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication.",True
2327,Lindsey Graham,"""People come here to have babies. They come here to drop a child. It's called 'drop and leave.""",Half-True
2328,Sarah Palin,Democrats do not have a plan for extending the Bush tax cuts.,False
2329,Michael Bloomberg,"""Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.""",False
2330,Sharron Angle,"""Harry Reid says he does more for Nevada. He's done more for unemployment. We were at 4.4 percent. Now we're at 14 percent. He's done more for the foreclosure rate. We have the highest foreclosure rate in the nation. He's done more for bankruptcy. We have the highest bankruptcy rate in the nation.""",Half-True
2331,Sarah Palin,"""Democrats are poised now to cause this largest tax increase in U.S. history.""",Pants on Fire!
2332,Randy Neugebauer,"""Ninety-four percent of small businesses will face higher taxes under the Democrats' plan.""",Pants on Fire!
2333,Charles Schumer,"""Eight of the nine justices in the Supreme Court decision (on campaign finance) said that not only is it constitutional for Congress to require disclosure of the special interest money, but they recommend we do it.""",Mostly True
2334,Nancy  Pelosi,"House Democrats ""have a two-to-one advantage money-wise"" against House Republicans.",Mostly True
2335,John Boehner,"""This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.""",False
2336,Paul Krugman,"The Bush administration ""pulled the troops out of Afghanistan, pulled the resources away, because they wanted to invade Iraq instead.""",Half-True
2337,George Will,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",True
2338, Chain email,"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.",Pants on Fire!
2339, Chain email,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,Pants on Fire!
2340, Chain email,Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.,Pants on Fire!
2341,Mark Dayton,"""Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.""",Half-True
2342,Tim Pawlenty,"""I don't think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.""",False
2343,Barack Obama,"The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.""",Mostly True
2344,Donna Brazile,"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""",True
2345,David Gregory,"""25 percent of our economy is the financial sector.""",Mostly False
2346,Marc Morial,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,True
2347,Stephen Hayes,"People in the top tax bracket, ""these so-called wealthy, most of them are small-business owners.""",Mostly False
2348,Jeanne Shaheen,"""For every dollar we put in unemployment, it pays back about $1.60.""",Half-True
2349,Timothy Geithner,"""We've seen six months of positive job growth by the private sector.""",True
2350,Stephen Hayes,"Shirley Sherrod ""was forced to resign before anybody on Fox said a word about this.""",Mostly True
2351, Americans for Job Security,"""Jane Norton supported the largest tax hike in Colorado history.""",Half-True
2352, Americans for Job Security,"The ""state bureaucracy"" Jane Norton managed ""grew by $43 million in just three years.""",Half-True
2353,Jane Norton,"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.""",Mostly True
2354,Susana Martinez,"In New Mexico, Democratic gubernatorial candidate Diane Denish ""spent federal stimulus funds on campaign Christmas cards.""",Half-True
2355,Bill O'Reilly,"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation",False
2356,John McCain,"""Of all the illegals in America, more than half come through Arizona.""",Mostly False
2357, American Crossroads,"""Recent data showed Nevada ranks 50th in the money received from"" the stimulus bill.",False
2358,George Will,"Democrats in the 1930s wanted President Franklin Roosevelt ""to be more conservative.""",Half-True
2359, Bloggers,"Obama's dog has his ""own plane""",False
2360,Mike Pence,"""Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.""",False
2361,Russell  Pearce ,"""Sixty percent of the Hispanics"" support the Arizona immigration law",Pants on Fire!
2362,Joe Biden,"""I never called for a partition"" of Iraq.",True
2363,Joe Biden,"""The health care numbers are going up.""",Mostly False
2364,Joe Biden,"""We're not engaged in nation-building"" in Afghanistan.",Half-True
2365,Ron Johnson,"Russ Feingold ""voted against the law that protected our lakes"" and ""was the only Great Lakes senator to vote no.""",Mostly False
2366,John McCain,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as ""$220,000 to renovate a Maine Blueberry farm"" and ""$5.8 million for a Vermont snowmobile trail.""",Mostly True
2367, National Right to Life Committee,"The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover ""any legal abortion.""",False
2368,David Axelrod,"""We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.""",Half-True
2369,Joe Biden,"""We went from losing 3 million jobs in the last six months of the Bush Administration,"" adding almost 600,000 private sector jobs in the first six months of the year.",Mostly True
2370,Ron Paul,"""We're spending $1 trillion a year on our foreign policy.""",True
2371,Jim McDermott,"""Most"" of the Bush tax cuts went to people ""in the top 3 percent of this country.""",Half-True
2372,Ed  Gillespie,"Under President George W. Bush, the U.S. had ""52 months of ... uninterrupted job creation"" and ""revenues were at an all-time high in 2007.""",Mostly True
2373,David Axelrod,"Republicans extended unemployment insurance under President Bush ""when he asked to extend unemployment insurance.""",Mostly True
2374,Sharron Angle,"On whether BP's $20 billion fund to compensate oil spill victims is ""a slush fund.""",Full Flop
2375,George Will,"Says that President Obama said if Congress passed the economic stimulus bill, ""we would have unemployment at 8 percent and no higher. And it went higher.""",Mostly False
2376,Luis Gutierrez,"""Forty percent of the undocumented workers in this country"" entered the U.S. legally and ""overstayed their visa.""",Mostly True
2377,Trent Franks,"""The top 1 percent pay over half of the entire revenue for this country.""",False
2378,Sarah Palin,"The U.S. ""only ranks 25th worldwide on defense spending as a percentage of GDP.""",Mostly False
2379,Sarah Palin,"""We spend three times more on entitlements and debt services than we do on defense.""",True
2380,Keith Olbermann,"""Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.""",False
2381,Mark Kirk,"""At his father's bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.""",Half-True
2382,Alexi Giannoulias,"""He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.""",True
2383,Mark Kirk,"""Alexi Giannoulias' top aide was a longtime BP lobbyist.""",Mostly False
2384,Jan Brewer,"""Law enforcement in the state of Arizona supports"" the state's new immigration law.",Half-True
2385,Al Hunt,"""Crime is down in Arizona.""",True
2386,John McCain,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""",Mostly True
2387,Andrew Napolitano,"""There are mechanisms in place to shut down the Internet privately.""",Half-True
2388,Daniel Senor,"Japan's ""interest on its own debt"" is ""25 percent of its national budget""",False
2389,Jorge Ramos,"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""",Mostly True
2390,J.D. Hayworth,"John McCain ""began his career in Washington as a lobbyist when he was appointed in 1976 as the Navy's liaison to the United States Senate.""",Half-True
2391,Barack Obama,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""",Mostly True
2392,Barack Obama,On the use of presidentially appointed commissions.,Full Flop
2393,Elena Kagan,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""",Half-True
2394,Jan Brewer,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""",False
2395,Jeff Sessions,"""In her first appellate argument, Ms. Kagan told the court that the speech and press guarantees in the First Amendment would allow the federal government to ban the publication of pamphlets discussing political issues before an election.""",Half-True
2396,Elena Kagan,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,Full Flop
2397,Steve Scalise,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",Half-True
2398,Jon Kyl,"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.""",Half-True
2399,Mary Landrieu,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",Mostly True
2400, Americans United for Change,"""Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.""",Half-True
2401,Harry Reid,"""Sharron Angle wants to wipe out Social Security.""",Half-True
2402,Harry Reid,"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",Half-True
2403,Vern Buchanan,"The national debt ""has gone up by $1,729,000,000 during the Isner v. Mahut match.""",True
2404,Ed Schultz,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration.""",Pants on Fire!
2405,Rahm Emanuel,"""If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.""",Half-True
2406,Richard Durbin,"Under President George W. Bush, ""the national debt went from $5 trillion to $12 trillion.""",False
2407,Edward  Markey,"""We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.""",Mostly True
2408,Rahm Emanuel,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",False
2409, Snooki,"""Obama put a 10 percent tax on tanning.""",True
2410,Orrin Hatch,"""We get 30 percent of our oil from the Gulf (of Mexico).""",Mostly False
2411,Rick Barber,"""Without representation, (the IRS) can increase taxes.""",Pants on Fire!
2412,Barack Obama,"""Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations.""",Mostly True
2413,Jim DeMint,"""Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure.""",Pants on Fire!
2414,Barack Obama,"""I've issued a six-month moratorium on deepwater drilling.""",Half-True
2415,Edward  Markey,"""Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.""",Half-True
2416,Bart Stupak,"""While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.""",Mostly True
2417,J.D. Hayworth,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",Mostly True
2418,John McCain,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""",True
2419,Donna Brazile,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",False
2420,Donna Brazile,Ninety percent of the people in Arkansas still love Bill Clinton.,Half-True
2421,Steny Hoyer,"""The Republicans didn't have a budget in '02, '04, '06.""",Half-True
2422,John Boehner,"""The House has never failed to pass a budget in the modern era.""",True
2423,Mitch McConnell,"""A major part"" of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman ""was essentially written by BP.""",False
2424,George Will,"The final pitch of Don Larsen's perfect game in the 1956 World Series ""was a foot and half probably high and outside.""",Half-True
2425,Glenn Beck,"""The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.""",Half-True
2426,Jerry Brown,"California's credit rating is ""the worst in the country.""",True
2427, Chain email,"Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company.""",Pants on Fire!
2428, Chain email,"""In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.""",Pants on Fire!
2429, Chain email,"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.",False
2430, Chain email,"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""",False
2431,Arianna Huffington,"Halliburton defrauded American taxpayers of ""hundreds of millions of dollars in Iraq.""",Half-True
2432, Bloggers,Barack Obama appeared in the video for 'Whoomp! (There it is!)',Pants on Fire!
2433,John Kerry,"""Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.""",False
2434,John Kerry,"""We now actually import more oil than we did before 9/11.""",Mostly True
2435,Markos Moulitsas,Turkey is an Arab country.,False
2436,Carly Fiorina,"""Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security.",Pants on Fire!
2437,Nancy  Pelosi,"""This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.""",Half-True
2438, VoteVets.org,"The American Power Act ""would cut our dependence on oil in half.""",Half-True
2439,Glenn Beck,"""Sixty-four percent of Americans support the Arizona immigration law.''",Mostly True
2440,Mark Critz,"""The Democratic Congress has already taken significant steps to create jobs and jump-start the economy, resulting in the lowest tax rates in over 50 years and the creation of over 500,000 new jobs so far this year.""",Half-True
2441,Barack Obama,"""The Interior Department has only 30 days to review an exploration plan submitted by an oil company. That leaves no time for the appropriate environmental review. The result is, they are continually waived.""",Mostly True
2442,Steve Poizner,"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""",Half-True
2443,Bobby Jindal,"The federal government only ordered BP to pay ""to do one of those six segments"" of sand barriers for Louisiana.",Mostly True
2444,Colin Powell,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",True
2445,Carly Fiorina,"Sen. Barbara Boxer ""passed only three bills in 18 years"" into law.",False
2446,Dale Peterson,"Says he was ""a Marine during Vietnam.""",Mostly False
2447,Dale Peterson,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,Half-True
2448,Michael Steele,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill.""",True
2449,Chris Matthews,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,True
2450,Tim Kaine,"The primary election results show Democrats are strong in Kentucky  because the Democratic candidates ""both got more votes than Rand Paul  did.""",Half-True
2451,Michael Steele,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""",True
2452,Danny Tarkanian,"""Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true.""",Mostly True
2453,Meg Whitman,"Steve Poizner ""increased his department's budget nearly 14 percent.""",False
2454,Steve Poizner,"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.",Mostly True
2455,Steve Poizner,"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare.""",False
2456, National Republican Congressional Committee,"""Minnick voted to let the government fund abortion under Obamacare.""",False
2457,Meg Whitman,"California gubernatorial candidate Steve Poizner, a Republican, ""gave $10,000 to Al Gore's recount"" effort in 2000.",Mostly True
2458,David Brooks,"Elena Kagan ""has published five scholarly review articles, mostly on administrative law and the First Amendment. These articles were mostly on technical and procedural issues.""",Half-True
2459,Patrick Leahy,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",Half-True
2460,Jeff Sessions,"Elena Kagan ""violated the law of the United States at various points"" with her opposition to military recruiters.",Mostly False
2461,Michael Savage,"Elena Kagan is ""a New York City radical, Marxist lawyer through and through.""",Pants on Fire!
2462,Michael Savage,"""She (Kagan) took money from Goldman Sachs just like her boss, Obama.""",Half-True
2463,Ed Schultz,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.""",Pants on Fire!
2464,Mary Landrieu,"""In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.""",Mostly True
2465,Mary Landrieu,"Louisiana gets ""not one single penny"" from Gulf Coast offshore oil revenues.",False
